Throughput,Latency,Power,Buffer Depth,Flit Size,NUM_VC,r2h_len,r2r_len
0.525667,9.39425,1.63138e-07,2,16,1,0.5,0.5
0.525667,9.39425,1.68854e-07,2,16,1,0.5,1.0
0.525667,9.39425,1.74545e-07,2,16,1,0.5,1.5
0.525667,9.39425,1.80261e-07,2,16,1,0.5,2.0
0.525667,9.39425,1.85952e-07,2,16,1,0.5,2.5
0.525667,9.39425,1.91475e-07,2,16,1,0.5,3.0
0.525667,9.39425,1.63144e-07,2,16,1,1.0,0.5
0.525667,9.39425,1.6886e-07,2,16,1,1.0,1.0
0.525667,9.39425,1.74551e-07,2,16,1,1.0,1.5
0.525667,9.39425,1.80266e-07,2,16,1,1.0,2.0
0.525667,9.39425,1.85958e-07,2,16,1,1.0,2.5
0.525667,9.39425,1.91481e-07,2,16,1,1.0,3.0
0.525667,9.39425,1.63161e-07,2,16,1,1.5,0.5
0.525667,9.39425,1.68877e-07,2,16,1,1.5,1.0
0.525667,9.39425,1.74568e-07,2,16,1,1.5,1.5
0.525667,9.39425,1.80284e-07,2,16,1,1.5,2.0
0.525667,9.39425,1.85975e-07,2,16,1,1.5,2.5
0.525667,9.39425,1.91498e-07,2,16,1,1.5,3.0
0.525667,9.39425,1.63187e-07,2,16,1,2.0,0.5
0.525667,9.39425,1.68903e-07,2,16,1,2.0,1.0
0.525667,9.39425,1.74594e-07,2,16,1,2.0,1.5
0.525667,9.39425,1.8031e-07,2,16,1,2.0,2.0
0.525667,9.39425,1.86001e-07,2,16,1,2.0,2.5
0.525667,9.39425,1.91524e-07,2,16,1,2.0,3.0
0.525667,9.39425,1.63245e-07,2,16,1,2.5,0.5
0.525667,9.39425,1.6896e-07,2,16,1,2.5,1.0
0.525667,9.39425,1.74652e-07,2,16,1,2.5,1.5
0.525667,9.39425,1.80367e-07,2,16,1,2.5,2.0
0.525667,9.39425,1.86059e-07,2,16,1,2.5,2.5
0.525667,9.39425,1.91582e-07,2,16,1,2.5,3.0
0.525667,9.39425,1.63249e-07,2,16,1,3.0,0.5
0.525667,9.39425,1.68965e-07,2,16,1,3.0,1.0
0.525667,9.39425,1.74656e-07,2,16,1,3.0,1.5
0.525667,9.39425,1.80372e-07,2,16,1,3.0,2.0
0.525667,9.39425,1.86063e-07,2,16,1,3.0,2.5
0.525667,9.39425,1.91586e-07,2,16,1,3.0,3.0
0.559333,10.806,2.56317e-07,2,16,2,0.5,0.5
0.559333,10.806,2.62367e-07,2,16,2,0.5,1.0
0.559333,10.806,2.68391e-07,2,16,2,0.5,1.5
0.559333,10.806,2.74441e-07,2,16,2,0.5,2.0
0.559333,10.806,2.80466e-07,2,16,2,0.5,2.5
0.559333,10.806,2.86312e-07,2,16,2,0.5,3.0
0.559333,10.806,2.56323e-07,2,16,2,1.0,0.5
0.559333,10.806,2.62373e-07,2,16,2,1.0,1.0
0.559333,10.806,2.68397e-07,2,16,2,1.0,1.5
0.559333,10.806,2.74447e-07,2,16,2,1.0,2.0
0.559333,10.806,2.80471e-07,2,16,2,1.0,2.5
0.559333,10.806,2.86318e-07,2,16,2,1.0,3.0
0.559333,10.806,2.5634e-07,2,16,2,1.5,0.5
0.559333,10.806,2.6239e-07,2,16,2,1.5,1.0
0.559333,10.806,2.68415e-07,2,16,2,1.5,1.5
0.559333,10.806,2.74464e-07,2,16,2,1.5,2.0
0.559333,10.806,2.80489e-07,2,16,2,1.5,2.5
0.559333,10.806,2.86335e-07,2,16,2,1.5,3.0
0.559333,10.806,2.56366e-07,2,16,2,2.0,0.5
0.559333,10.806,2.62416e-07,2,16,2,2.0,1.0
0.559333,10.806,2.6844e-07,2,16,2,2.0,1.5
0.559333,10.806,2.7449e-07,2,16,2,2.0,2.0
0.559333,10.806,2.80515e-07,2,16,2,2.0,2.5
0.559333,10.806,2.86361e-07,2,16,2,2.0,3.0
0.559333,10.806,2.56424e-07,2,16,2,2.5,0.5
0.559333,10.806,2.62474e-07,2,16,2,2.5,1.0
0.559333,10.806,2.68498e-07,2,16,2,2.5,1.5
0.559333,10.806,2.74548e-07,2,16,2,2.5,2.0
0.559333,10.806,2.80572e-07,2,16,2,2.5,2.5
0.559333,10.806,2.86419e-07,2,16,2,2.5,3.0
0.559333,10.806,2.56428e-07,2,16,2,3.0,0.5
0.559333,10.806,2.62478e-07,2,16,2,3.0,1.0
0.559333,10.806,2.68502e-07,2,16,2,3.0,1.5
0.559333,10.806,2.74552e-07,2,16,2,3.0,2.0
0.559333,10.806,2.80576e-07,2,16,2,3.0,2.5
0.559333,10.806,2.86423e-07,2,16,2,3.0,3.0
0.531222,8.8325,3.47379e-07,2,16,3,0.5,0.5
0.531222,8.8325,3.53009e-07,2,16,3,0.5,1.0
0.531222,8.8325,3.58615e-07,2,16,3,0.5,1.5
0.531222,8.8325,3.64245e-07,2,16,3,0.5,2.0
0.531222,8.8325,3.69851e-07,2,16,3,0.5,2.5
0.531222,8.8325,3.75291e-07,2,16,3,0.5,3.0
0.531222,8.8325,3.47385e-07,2,16,3,1.0,0.5
0.531222,8.8325,3.53014e-07,2,16,3,1.0,1.0
0.531222,8.8325,3.58621e-07,2,16,3,1.0,1.5
