Throughput,Latency,Power,Buffer Depth,Flit Size,NUM_VC,r2h_len,r2r_len
0.587444,9.77121,1.6503e-07,2,16,1,0.5,0.5
0.587444,9.77121,1.71455e-07,2,16,1,0.5,1.0
0.589778,11.1086,1.78681e-07,2,16,1,0.5,1.5
0.589778,11.1086,1.8528e-07,2,16,1,0.5,2.0
0.589778,11.1086,1.91851e-07,2,16,1,0.5,2.5
0.589778,11.1086,1.98227e-07,2,16,1,0.5,3.0
0.589778,11.1086,1.65518e-07,2,16,1,1.0,0.5
0.589778,11.1086,1.72116e-07,2,16,1,1.0,1.0
0.589778,11.1086,1.78687e-07,2,16,1,1.0,1.5
0.589778,11.1086,1.85286e-07,2,16,1,1.0,2.0
0.589778,11.1086,1.91856e-07,2,16,1,1.0,2.5
0.589778,11.1086,1.98233e-07,2,16,1,1.0,3.0
0.589778,11.1086,1.65535e-07,2,16,1,1.5,0.5
0.589778,11.1086,1.72134e-07,2,16,1,1.5,1.0
0.589778,11.1086,1.78704e-07,2,16,1,1.5,1.5
0.589778,11.1086,1.85303e-07,2,16,1,1.5,2.0
0.589778,11.1086,1.91874e-07,2,16,1,1.5,2.5
0.589778,11.1086,1.9825e-07,2,16,1,1.5,3.0
0.589778,11.1086,1.65561e-07,2,16,1,2.0,0.5
0.589778,11.1086,1.7216e-07,2,16,1,2.0,1.0
0.589778,11.1086,1.7873e-07,2,16,1,2.0,1.5
0.589778,11.1086,1.85329e-07,2,16,1,2.0,2.0
0.646333,12.8448,1.95017e-07,2,16,1,2.0,2.5
0.646333,12.8448,2.01839e-07,2,16,1,2.0,3.0
0.646333,12.8448,1.66897e-07,2,16,1,2.5,0.5
0.646333,12.8448,1.73956e-07,2,16,1,2.5,1.0
0.646333,12.8448,1.80986e-07,2,16,1,2.5,1.5
0.646333,12.8448,1.88045e-07,2,16,1,2.5,2.0
0.646333,12.8448,1.95075e-07,2,16,1,2.5,2.5
0.646333,12.8448,2.01897e-07,2,16,1,2.5,3.0
0.646333,12.8448,1.66901e-07,2,16,1,3.0,0.5
0.646333,12.8448,1.7396e-07,2,16,1,3.0,1.0
0.646333,12.8448,1.8099e-07,2,16,1,3.0,1.5
0.646333,12.8448,1.88049e-07,2,16,1,3.0,2.0
0.646333,12.8448,1.95079e-07,2,16,1,3.0,2.5
0.646333,12.8448,2.01901e-07,2,16,1,3.0,3.0
0.624,10.4481,2.58694e-07,2,16,2,0.5,0.5
0.624,10.4481,2.65643e-07,2,16,2,0.5,1.0
0.624,10.4481,2.72562e-07,2,16,2,0.5,1.5
0.624,10.4481,2.79511e-07,2,16,2,0.5,2.0
0.624,10.4481,2.8643e-07,2,16,2,0.5,2.5
0.628444,10.3663,2.92159e-07,2,16,2,0.5,3.0
0.628444,10.3663,2.58362e-07,2,16,2,1.0,0.5
0.628444,10.3663,2.6518e-07,2,16,2,1.0,1.0
0.628444,10.3663,2.71969e-07,2,16,2,1.0,1.5
0.628444,10.3663,2.78787e-07,2,16,2,1.0,2.0
0.628444,10.3663,2.85576e-07,2,16,2,1.0,2.5
0.628444,10.3663,2.92164e-07,2,16,2,1.0,3.0
0.628444,10.3663,2.58379e-07,2,16,2,1.5,0.5
0.628444,10.3663,2.65197e-07,2,16,2,1.5,1.0
0.628444,10.3663,2.71986e-07,2,16,2,1.5,1.5
0.628444,10.3663,2.78804e-07,2,16,2,1.5,2.0
0.628444,10.3663,2.85593e-07,2,16,2,1.5,2.5
0.628444,10.3663,2.92182e-07,2,16,2,1.5,3.0
0.628444,10.3663,2.58405e-07,2,16,2,2.0,0.5
0.628444,10.3663,2.65223e-07,2,16,2,2.0,1.0
0.628444,10.3663,2.72012e-07,2,16,2,2.0,1.5
0.628444,10.3663,2.7883e-07,2,16,2,2.0,2.0
0.628444,10.3663,2.85619e-07,2,16,2,2.0,2.5
0.628444,10.3663,2.92208e-07,2,16,2,2.0,3.0
0.608222,11.2573,2.58025e-07,2,16,2,2.5,0.5
0.608222,11.2573,2.64674e-07,2,16,2,2.5,1.0
0.608222,11.2573,2.71296e-07,2,16,2,2.5,1.5
0.608222,11.2573,2.77945e-07,2,16,2,2.5,2.0
0.608222,11.2573,2.84567e-07,2,16,2,2.5,2.5
0.608222,11.2573,2.90993e-07,2,16,2,2.5,3.0
0.608222,11.2573,2.58029e-07,2,16,2,3.0,0.5
