Throughput,Latency,Power,Buffer Depth,Flit Size,NUM_VC,r2h_len,r2r_len
0.558444,10.2898,1.62998e-07,2,16,1,0.5,0.5
0.558444,10.2898,1.68651e-07,2,16,1,0.5,1.0
0.558444,10.2898,1.7428e-07,2,16,1,0.5,1.5
0.558444,10.2898,1.79932e-07,2,16,1,0.5,2.0
0.558444,10.2898,1.85561e-07,2,16,1,0.5,2.5
0.558444,10.2898,1.91024e-07,2,16,1,0.5,3.0
0.558444,10.2898,1.63004e-07,2,16,1,1.0,0.5
0.558444,10.2898,1.68656e-07,2,16,1,1.0,1.0
0.558444,10.2898,1.74285e-07,2,16,1,1.0,1.5
0.558444,10.2898,1.79938e-07,2,16,1,1.0,2.0
0.558444,10.2898,1.85567e-07,2,16,1,1.0,2.5
0.558444,10.2898,1.91029e-07,2,16,1,1.0,3.0
0.558444,10.2898,1.63021e-07,2,16,1,1.5,0.5
0.558444,10.2898,1.68674e-07,2,16,1,1.5,1.0
0.558444,10.2898,1.74303e-07,2,16,1,1.5,1.5
0.558444,10.2898,1.79955e-07,2,16,1,1.5,2.0
0.558444,10.2898,1.85584e-07,2,16,1,1.5,2.5
0.558444,10.2898,1.91047e-07,2,16,1,1.5,3.0
0.493,9.85225,1.61286e-07,2,16,1,2.0,0.5
0.493,9.85225,1.6629e-07,2,16,1,2.0,1.0
0.493,9.85225,1.71273e-07,2,16,1,2.0,1.5
0.493,9.85225,1.76278e-07,2,16,1,2.0,2.0
0.493,9.85225,1.81261e-07,2,16,1,2.0,2.5
0.493,9.85225,1.86096e-07,2,16,1,2.0,3.0
0.493,9.85225,1.61344e-07,2,16,1,2.5,0.5
0.493,9.85225,1.66348e-07,2,16,1,2.5,1.0
0.493,9.85225,1.71331e-07,2,16,1,2.5,1.5
0.493,9.85225,1.76335e-07,2,16,1,2.5,2.0
0.493,9.85225,1.81318e-07,2,16,1,2.5,2.5
0.493,9.85225,1.86154e-07,2,16,1,2.5,3.0
0.493,9.85225,1.61348e-07,2,16,1,3.0,0.5
0.493,9.85225,1.66352e-07,2,16,1,3.0,1.0
0.493,9.85225,1.71335e-07,2,16,1,3.0,1.5
0.493,9.85225,1.76339e-07,2,16,1,3.0,2.0
0.493,9.85225,1.81322e-07,2,16,1,3.0,2.5
0.493,9.85225,1.86158e-07,2,16,1,3.0,3.0
0.506889,8.87916,2.53986e-07,2,16,2,0.5,0.5
0.506889,8.87916,2.5919e-07,2,16,2,0.5,1.0
0.506889,8.87916,2.64372e-07,2,16,2,0.5,1.5
0.506889,8.87916,2.69575e-07,2,16,2,0.5,2.0
0.534222,9.50582,2.75832e-07,2,16,2,0.5,2.5
0.534222,9.50582,2.81014e-07,2,16,2,0.5,3.0
0.534222,9.50582,2.54437e-07,2,16,2,1.0,0.5
0.534222,9.50582,2.59798e-07,2,16,2,1.0,1.0
0.534222,9.50582,2.65137e-07,2,16,2,1.0,1.5
0.534222,9.50582,2.70499e-07,2,16,2,1.0,2.0
0.534222,9.50582,2.75838e-07,2,16,2,1.0,2.5
0.534222,9.50582,2.8102e-07,2,16,2,1.0,3.0
0.534222,9.50582,2.54454e-07,2,16,2,1.5,0.5
0.534222,9.50582,2.59816e-07,2,16,2,1.5,1.0
0.534222,9.50582,2.65155e-07,2,16,2,1.5,1.5
0.534222,9.50582,2.70516e-07,2,16,2,1.5,2.0
0.534222,9.50582,2.75855e-07,2,16,2,1.5,2.5
0.534222,9.50582,2.81037e-07,2,16,2,1.5,3.0
0.534222,9.50582,2.5448e-07,2,16,2,2.0,0.5
0.534222,9.50582,2.59841e-07,2,16,2,2.0,1.0
0.534222,9.50582,2.65181e-07,2,16,2,2.0,1.5
0.534222,9.50582,2.70542e-07,2,16,2,2.0,2.0
0.534222,9.50582,2.75881e-07,2,16,2,2.0,2.5
0.534222,9.50582,2.81063e-07,2,16,2,2.0,3.0
0.534222,9.50582,2.54537e-07,2,16,2,2.5,0.5
0.510889,8.66957,2.59028e-07,2,16,2,2.5,1.0
0.510889,8.66957,2.64139e-07,2,16,2,2.5,1.5
0.510889,8.66957,2.69271e-07,2,16,2,2.5,2.0
0.510889,8.66957,2.74382e-07,2,16,2,2.5,2.5
0.510889,8.66957,2.79342e-07,2,16,2,2.5,3.0
0.510889,8.66957,2.539e-07,2,16,2,3.0,0.5
0.510889,8.66957,2.59032e-07,2,16,2,3.0,1.0
0.510889,8.66957,2.64143e-07,2,16,2,3.0,1.5
