Throughput,Latency,Power,Buffer Depth,Flit Size,NUM_VC,r2h_len,r2r_len
0.578333,11.6123,1.66047e-07,2,16,1,0.5,0.5
0.578333,11.6123,1.72819e-07,2,16,1,0.5,1.0
0.603444,11.1032,1.81025e-07,2,16,1,0.5,1.5
0.603444,11.1032,1.88114e-07,2,16,1,0.5,2.0
0.603444,11.1032,1.95174e-07,2,16,1,0.5,2.5
0.603444,11.1032,2.02025e-07,2,16,1,0.5,3.0
0.603444,11.1032,1.66882e-07,2,16,1,1.0,0.5
0.603444,11.1032,1.73971e-07,2,16,1,1.0,1.0
0.603444,11.1032,1.81031e-07,2,16,1,1.0,1.5
0.603444,11.1032,1.8812e-07,2,16,1,1.0,2.0
0.603444,11.1032,1.9518e-07,2,16,1,1.0,2.5
0.603444,11.1032,2.02031e-07,2,16,1,1.0,3.0
0.603444,11.1032,1.66899e-07,2,16,1,1.5,0.5
0.603444,11.1032,1.73988e-07,2,16,1,1.5,1.0
0.603444,11.1032,1.81048e-07,2,16,1,1.5,1.5
0.603444,11.1032,1.88137e-07,2,16,1,1.5,2.0
0.603444,11.1032,1.95197e-07,2,16,1,1.5,2.5
0.603444,11.1032,2.02048e-07,2,16,1,1.5,3.0
0.603444,11.1032,1.66925e-07,2,16,1,2.0,0.5
0.603444,11.1032,1.74014e-07,2,16,1,2.0,1.0
0.603444,11.1032,1.81074e-07,2,16,1,2.0,1.5
0.603444,11.1032,1.88163e-07,2,16,1,2.0,2.0
0.574556,10.4861,1.93158e-07,2,16,1,2.0,2.5
0.574556,10.4861,1.9971e-07,2,16,1,2.0,3.0
0.574556,10.4861,1.66155e-07,2,16,1,2.5,0.5
0.574556,10.4861,1.72935e-07,2,16,1,2.5,1.0
0.574556,10.4861,1.79686e-07,2,16,1,2.5,1.5
0.574556,10.4861,1.86465e-07,2,16,1,2.5,2.0
0.574556,10.4861,1.93216e-07,2,16,1,2.5,2.5
0.574556,10.4861,1.99767e-07,2,16,1,2.5,3.0
0.574556,10.4861,1.6616e-07,2,16,1,3.0,0.5
0.574556,10.4861,1.72939e-07,2,16,1,3.0,1.0
0.574556,10.4861,1.7969e-07,2,16,1,3.0,1.5
0.574556,10.4861,1.86469e-07,2,16,1,3.0,2.0
0.574556,10.4861,1.9322e-07,2,16,1,3.0,2.5
0.574556,10.4861,1.99772e-07,2,16,1,3.0,3.0
0.590556,9.98496,2.58899e-07,2,16,2,0.5,0.5
0.590556,9.98496,2.6591e-07,2,16,2,0.5,1.0
0.590556,9.98496,2.7289e-07,2,16,2,0.5,1.5
0.590556,9.98496,2.799e-07,2,16,2,0.5,2.0
0.590556,9.98496,2.86881e-07,2,16,2,0.5,2.5
0.590556,9.98496,2.93656e-07,2,16,2,0.5,3.0
0.552889,10.4003,2.57268e-07,2,16,2,1.0,0.5
0.552889,10.4003,2.63681e-07,2,16,2,1.0,1.0
0.552889,10.4003,2.70067e-07,2,16,2,1.0,1.5
0.552889,10.4003,2.7648e-07,2,16,2,1.0,2.0
0.552889,10.4003,2.82866e-07,2,16,2,1.0,2.5
0.552889,10.4003,2.89063e-07,2,16,2,1.0,3.0
0.552889,10.4003,2.57285e-07,2,16,2,1.5,0.5
0.552889,10.4003,2.63698e-07,2,16,2,1.5,1.0
0.552889,10.4003,2.70084e-07,2,16,2,1.5,1.5
0.552889,10.4003,2.76497e-07,2,16,2,1.5,2.0
0.552889,10.4003,2.82883e-07,2,16,2,1.5,2.5
0.552889,10.4003,2.89081e-07,2,16,2,1.5,3.0
0.552889,10.4003,2.57311e-07,2,16,2,2.0,0.5
0.552889,10.4003,2.63724e-07,2,16,2,2.0,1.0
0.552889,10.4003,2.7011e-07,2,16,2,2.0,1.5
0.552889,10.4003,2.76523e-07,2,16,2,2.0,2.0
0.552889,10.4003,2.82909e-07,2,16,2,2.0,2.5
0.552889,10.4003,2.89107e-07,2,16,2,2.0,3.0
0.552889,10.4003,2.57368e-07,2,16,2,2.5,0.5
0.583222,10.0396,2.65063e-07,2,16,2,2.5,1.0
